name_customer,cust_number,invoice_id,total_open_amount,due_in_date,clear_date,Notes
SUPE corporation,200936373,1930654091,126627.97,30-03-2020,01-04-2020,abhinav
WAL-MAR corporation,200769623,1930811769,17610.33,08-05-2020,05-05-2020,abhinav
WAL-M corporation,140106408,2960620965,223601.26,05-04-2020,10-04-2020,abhinav
S AB associates,200752393,1930664883,5145.11,01-04-2020,22-03-2020,abhinav
WAL-MAR in,200769623,1930859210,31934.43,22-05-2020,21-05-2020,abhinav
TARG foundation,200744019,1930815302,15205.57,08-05-2020,10-05-2020,abhinav
ASSOCIAT co,200772670,1930647578,51737.09,28-03-2020,27-03-2020,abhinav
WAL-MAR co,200769623,1930654944,12353.5,31-03-2020,03-04-2020,abhinav
C&S WH co,200762301,1930666419,18326.5,03-04-2020,31-03-2020,abhinav
LOB foundation,140104409,2960620922,152591.88,27-03-2020,28-03-2020,abhinav
GROC co,200915438,1930789686,16092,05-05-2020,23-04-2020,abhinav
C&S WH us,200762301,1930791335,23350.48,01-05-2020,04-05-2020,abhinav
PERISH corp,200526831,1930800159,69425.28,03-05-2020,04-05-2020,abhinav
WAL-MAR systems,200769623,1930851527,11381.42,18-05-2020,11-05-2020,abhinav
WAL-MAR foundation,200769623,1930579070,15775.09,14-03-2020,16-03-2020,abhinav
WAKE corporation,200704858,1930819003,109438.1,08-05-2020,08-05-2020,abhinav
D'ALB co,140103470,1991841250,55569.15,22-04-2020,12-06-2020,abhinav
SYSCO associates,200900909,1930557390,18607.03,19-03-2020,19-03-2020,abhinav
DECA trust,200230690,1930674515,4920.87,23-03-2020,17-03-2020,abhinav
WAL-MAR ,200769623,1930789283,44277.38,01-05-2020,27-04-2020,abhinav
WAL-MAR associates,200769623,1930885032,41034.47,26-05-2020,26-05-2020,abhinav
SPAR foundation,200712187,1930587764,136709.58,17-03-2020,18-03-2020,abhinav
WAL-MAR corporation,200769623,1930646071,24760.5,28-03-2020,24-03-2020,abhinav
PUBLI corp,200707822,1930792347,669.79,30-04-2020,29-04-2020,abhinav
KRAFT F co,CCU013,1930577522,8.4,29-02-2020,21-03-2020,abhinav
BJ'S  associates,200726979,1930772936,1071.78,19-04-2020,19-04-2020,abhinav
WAL-MAR llc,200769623,1930642567,53026.79,28-03-2020,24-03-2020,abhinav
WAKE associates,200704858,1930725419,9207.28,16-04-2020,17-04-2020,abhinav
OK ,200739534,1930842944,27131.85,15-05-2020,14-05-2020,abhinav
RA ,200704045,1930829684,17937.75,12-05-2020,14-05-2020,abhinav
DECA corp,200592182,1930806579,22059.12,26-03-2020,24-03-2020,abhinav
COST corporation,200794332,1930652337,33370.76,31-03-2020,30-03-2020,abhinav
BJ'S  co,200726979,1930655816,327.83,31-03-2020,01-04-2020,abhinav
WAL-MAR llc,200769623,1930797723,11722.61,01-05-2020,30-04-2020,abhinav
WAL-MAR trust,200769623,1930828060,498.03,13-05-2020,13-05-2020,abhinav
H E BUT systems,200761734,1930733809,28770.35,17-04-2020,18-04-2020,abhinav
WAL-MAR corporation,200769623,1930587571,64429.97,18-03-2020,16-03-2020,abhinav
WAL-MAR foundation,200769623,1930715252,23393.95,13-04-2020,24-04-2020,abhinav
LOB ,140104409,2960631736,196657.28,09-05-2020,14-05-2020,abhinav
WAL-MAR foundation,200769623,1930598700,4633.46,19-03-2020,23-04-2020,abhinav
C&S WH associates,200762301,1930832295,16510.38,14-05-2020,13-05-2020,abhinav
WAL-MAR in,200769623,1930621627,970.12,22-03-2020,22-03-2020,abhinav
KROGE corp,200519201,1930689500,15776.6,07-04-2020,03-04-2020,abhinav
WAL-MAR corp,200769623,1930725281,28920.74,16-04-2020,16-04-2020,abhinav
WAL-MAR corporation,200769623,1930801162,18890.36,06-05-2020,08-05-2020,abhinav
BJ'S  in,200726979,1930774554,571.15,24-04-2020,24-04-2020,abhinav
WAL-MAR foundation,200769623,1930713706,11250.59,11-04-2020,10-04-2020,abhinav
KROGE in,200776463,1930814676,45962.79,07-05-2020,05-05-2020,abhinav
WAL-MAR foundation,200769623,1930715376,10943.55,13-04-2020,09-04-2020,abhinav
RESTA ,200974851,1930689512,2283.77,07-04-2020,09-04-2020,abhinav
BEN E associates,200980828,1930627472,19100.71,01-04-2020,23-03-2020,abhinav
C&S WH in,200762301,1930637600,588.57,27-03-2020,26-03-2020,abhinav
AMAZO foundation,100030194,2960622412,3023.35,30-03-2020,03-04-2020,abhinav
SA in,200759878,1930582379,26870.03,15-03-2020,16-03-2020,abhinav
SUPE systems,200741831,1930688445,42430.94,07-04-2020,04-04-2020,abhinav
LOB associates,140104409,2960620074,43272.79,28-03-2020,07-04-2020,abhinav
SMART &  in,200707741,1930610040,11000.37,09-05-2020,08-05-2020,abhinav
WAL-MAR corporation,200769623,1930838938,3270.04,16-05-2020,12-05-2020,abhinav
FR associates,200705372,1930783170,42874.23,30-04-2020,03-05-2020,abhinav
BARGAIN  ,200290370,1930707292,25088,16-04-2020,13-04-2020,abhinav
PARAM systems,140103335,1991840381,30527.62,17-05-2020,28-05-2020,abhinav
WAKE us,200704858,1930720533,8040.01,15-04-2020,15-04-2020,abhinav
M  ,200424504,1930828853,3931.65,15-05-2020,13-05-2020,abhinav
WAL-MAR us,200769623,1930822095,37145.31,09-05-2020,13-05-2020,abhinav
COST corporation,200794332,1930793464,14204.38,02-05-2020,03-05-2020,abhinav
SYSCO FO trust,200780825,1930643622,14233.05,07-04-2020,11-04-2020,abhinav
WAL-MAR associates,200769623,1930826976,50521.18,11-05-2020,11-05-2020,abhinav
WAL-MAR foundation,200769623,1930651860,31515.16,30-03-2020,02-04-2020,abhinav
WAL-MAR llc,200769623,1930675799,45988.99,05-04-2020,04-04-2020,abhinav
C&S WH us,200762301,1930635742,1583.78,27-03-2020,21-03-2020,abhinav
WAL-MAR llc,200769623,1930750679,1085.08,22-04-2020,18-04-2020,abhinav
HAR us,200762950,1930766413,47436.89,25-04-2020,25-04-2020,abhinav
NASH  associates,200777735,1930752100,30129.3,21-04-2020,22-04-2020,abhinav
PERFOR llc,200716210,1930692521,10747.07,08-04-2020,06-04-2020,abhinav
DECA foundation,200592182,1930607104,16071.74,24-03-2020,28-02-2020,abhinav
PUBLI in,200707822,1930583739,19753.39,15-03-2020,25-03-2020,abhinav
ALBERT llc,200407025,1930822407,43831.12,12-05-2020,16-05-2020,abhinav
WAL-MAR corp,200769623,1930826295,50595.29,11-05-2020,08-05-2020,abhinav
KING S in,200707005,1930843099,14063.04,22-05-2020,21-05-2020,abhinav
TARG trust,200744019,1930821997,24137.98,10-05-2020,09-05-2020,abhinav
BJ'S  us,200726979,1930575234,908.25,13-03-2020,14-03-2020,abhinav
NASH  foundation,200777735,1930740133,42294.13,18-04-2020,19-04-2020,abhinav
BJ'S  in,200726979,1930817602,471.01,08-05-2020,03-05-2020,abhinav
AM systems,200418007,1930731923,39973.18,17-04-2020,15-04-2020,abhinav
DEC associates,200416837,1930858323,247.8,24-05-2020,17-06-2020,abhinav
WAL-MAR in,200769623,1930739583,42131.8,20-04-2020,21-04-2020,abhinav
C&S WH foundation,200762301,1930642889,34778.54,28-03-2020,29-03-2020,abhinav
WAL-MAR ,200769623,1930876754,47534.5,24-05-2020,23-05-2020,abhinav
INGL foundation,200759082,1930723374,111741.38,14-04-2020,15-04-2020,abhinav
ALVARE associates,100055606,1991839927,23552.28,28-03-2020,13-04-2020,abhinav
LOB llc,140104409,2960630953,100005.28,09-05-2020,26-05-2020,abhinav
COST in,200794332,1930663820,12292.86,02-04-2020,25-04-2020,abhinav
TARG associates,200744019,1930596132,17974.22,18-03-2020,20-03-2020,abhinav
AL llc,200739006,1930833706,33546.28,14-05-2020,18-05-2020,abhinav
WAL-MAR co,200769623,1930745674,15664.03,19-04-2020,23-04-2020,abhinav
HY -  corporation,200795490,1930715834,106920.83,12-04-2020,11-04-2020,abhinav
WAKE co,200704858,1930853072,14746.73,19-05-2020,08-06-2020,abhinav
ASSOCIAT co,200772670,1930705677,44065.43,10-04-2020,13-04-2020,abhinav
MEIJ corporation,200780383,1930673132,55692.67,04-04-2020,27-03-2020,abhinav
WAL-MAR us,200769623,1930854119,32883.13,18-05-2020,21-05-2020,abhinav
KRAFT F us,CCU013,1930568935,820.69,29-02-2020,26-02-2020,abhinav
TARG associates,200744019,1930727417,153857.87,15-04-2020,15-04-2020,abhinav
C corporation,200778870,1930772907,25898.11,25-04-2020,20-04-2020,abhinav
WINC systems,200706844,1930567183,6815.23,13-03-2020,13-03-2020,abhinav
WAL-MAR co,200769623,1930694497,52260.83,09-04-2020,18-04-2020,abhinav
ALBERT systems,200920735,1930609438,64167.04,20-03-2020,19-03-2020,abhinav
UNITE us,100007796,1930801430,432.16,04-05-2020,02-05-2020,abhinav
SA trust,200759878,1930666347,139336.41,03-05-2020,03-05-2020,abhinav
WAL-MAR llc,200769623,1930738891,58571.4,17-04-2020,15-04-2020,abhinav
C&S WH in,200762301,1930580638,8842.18,14-03-2020,01-04-2020,abhinav
COST corporation,200794332,1930828955,6160.91,12-05-2020,09-05-2020,abhinav
BROOKS ,200743129,1930726653,3272.64,17-04-2020,14-04-2020,abhinav
DECA associates,200230690,1930806540,1039.74,26-04-2020,26-04-2020,abhinav
DEC associates,200803720,1930863325,813.84,24-05-2020,21-05-2020,abhinav
DECA corporation,200353024,1930811482,15858.94,26-04-2020,06-05-2020,abhinav
DOLLA us,200148860,1930808254,11099.81,06-05-2020,04-05-2020,abhinav
TARG in,200744019,1930636955,6575.74,15-05-2020,14-05-2020,abhinav
SYSCO F foundation,200763814,1930577557,3822.13,13-03-2020,16-03-2020,abhinav
WAL-MAR systems,200769623,1930882973,14258.64,25-05-2020,28-05-2020,abhinav
C&S WH foundation,200762301,1930845031,20556.48,17-05-2020,24-05-2020,abhinav
WALG trust,200712105,1930802357,21154.7,05-05-2020,08-05-2020,abhinav
WAL-MAR corporation,200769623,1930749494,8513.68,21-04-2020,19-04-2020,abhinav
BJ'S  associates,200726979,1930792936,368.24,30-04-2020,28-04-2020,abhinav
FR llc,200705372,1930624079,60727.61,24-03-2020,22-03-2020,abhinav
DEC in,200803720,1930700130,1925.4,08-04-2020,09-04-2020,abhinav
KROGER foundation,200748108,1930788215,21910.29,29-04-2020,29-04-2020,abhinav
DEC trust,200416837,1930599730,1784.98,11-03-2020,07-03-2020,abhinav
WAL-MAR systems,200769623,1930851972,1322.24,18-05-2020,14-05-2020,abhinav
WAL-MAR foundation,200769623,1930846906,1898.2,17-05-2020,13-05-2020,abhinav
SUPE trust,200936373,1930747479,37846.53,21-04-2020,18-04-2020,abhinav
WAL-MAR co,200769623,1930578768,3242.81,14-03-2020,12-03-2020,abhinav
C&S WH foundation,200762301,1930759303,1676.31,12-06-2020,10-06-2020,abhinav
WAL-MAR co,200769623,1930840978,14995.37,16-05-2020,17-05-2020,abhinav
WAL-M corporation,140106408,2960619146,47072.24,19-03-2020,25-03-2020,abhinav
DOLLA corporation,200148860,1930576480,78347.98,13-03-2020,13-03-2020,abhinav
HAR systems,200762950,1930671613,129466.33,05-04-2020,06-04-2020,abhinav
WAL-MAR co,200769623,1930770795,1898.9,26-04-2020,22-04-2020,abhinav
PUBLI associates,200707822,1930814046,59328.35,07-05-2020,06-05-2020,abhinav
WAL-MAR corp,200769623,1930827490,1084.68,10-05-2020,06-05-2020,abhinav
MASTER us,100021540,1930803539,44732.5,30-04-2020,29-04-2020,abhinav
WAL-MAR trust,200769623,1930584284,39083.66,16-03-2020,16-03-2020,abhinav
LOB corp,140104409,2960625702,30.22,10-04-2020,21-04-2020,abhinav
BJ'S  corporation,200726979,1930655457,71.46,01-04-2020,31-03-2020,abhinav
WINC corp,200706844,1930772430,39351.5,25-04-2020,26-04-2020,abhinav
COST systems,200794332,1930787524,32481.88,02-05-2020,04-05-2020,abhinav
HY -  ,200795490,1930804772,82436.92,05-05-2020,07-05-2020,abhinav
TARG associates,200744019,1930818406,10435.12,08-05-2020,11-05-2020,abhinav
SA us,200759878,1930803459,16118.98,07-05-2020,05-05-2020,abhinav
WAL-MAR associates,200769623,1930729058,63220.06,16-04-2020,14-04-2020,abhinav
KROGE co,200776463,1930710722,81977.17,11-04-2020,10-04-2020,abhinav
WAL-MAR systems,200769623,1930698433,1991.84,09-04-2020,05-04-2020,abhinav
C&S WH foundation,200762301,1930751152,7995.73,21-04-2020,25-04-2020,abhinav
WAL-MAR co,200769623,1930789880,62505.98,01-05-2020,03-05-2020,abhinav
US  ,200797452,1930829476,3028.01,12-05-2020,11-05-2020,abhinav
WAL-MAR systems,200769623,1930719154,13768.88,13-04-2020,18-04-2020,abhinav
BJ'S  corporation,200726979,1930661394,33.18,01-04-2020,01-04-2020,abhinav
WAL-MAR corporation,200769623,1930819849,1898.9,10-05-2020,06-05-2020,abhinav
WAL-MAR llc,200769623,1930584677,75986.35,17-03-2020,15-03-2020,abhinav
WAL-MAR co,200769623,1930862318,25905.37,22-05-2020,19-05-2020,abhinav
SUPE in,200936373,1930722621,129931,14-04-2020,15-04-2020,abhinav
WAL-MAR co,200769623,1930715689,25763.32,13-04-2020,16-04-2020,abhinav
FR co,200705372,1930751494,47105.19,22-04-2020,21-04-2020,abhinav
WAL-MAR us,200769623,1930726312,5625.41,16-04-2020,13-04-2020,abhinav
DECA ,200353024,1930606645,11969.59,08-03-2020,06-04-2020,abhinav
SA associates,200759878,1930861502,48319.9,21-05-2020,19-05-2020,abhinav
WAKE us,200704858,1930577335,13715.1,14-03-2020,15-03-2020,abhinav
WAL-MAR corp,200769623,1930751290,3356.14,20-04-2020,23-04-2020,abhinav
COST llc,200794332,1930879862,29664.95,23-05-2020,20-05-2020,abhinav
SAFEW corporation,200772595,1930624934,32722.86,24-03-2020,25-03-2020,abhinav
WAL-MAR systems,200769623,1930826918,6411.34,11-05-2020,08-05-2020,abhinav
SAFEW corporation,200772595,1930704141,73080.87,09-04-2020,12-04-2020,abhinav
MEIJ systems,200780383,1930766486,39506.99,24-04-2020,22-05-2020,abhinav
ASSOCI co,200755701,1930838834,134197.58,15-05-2020,15-05-2020,abhinav
LOB us,140104409,2960623915,17185.72,12-04-2020,23-05-2020,abhinav
KROG corporation,200749782,1930686576,66438.82,07-04-2020,07-04-2020,abhinav
C&S WH associates,200762301,1930646528,44453.45,29-03-2020,25-03-2020,abhinav
WAL-MAR foundation,200769623,1930736180,776.58,19-04-2020,20-04-2020,abhinav
WAL-MAR llc,200769623,1930891812,15182.7,27-05-2020,14-05-2020,abhinav
KING S foundation,200707005,1930686406,141174.66,08-04-2020,08-04-2020,abhinav
PARAM co,140103335,1991841833,667.38,27-04-2020,28-04-2020,abhinav
WAL-MAR co,200769623,1930746989,28563.1,20-04-2020,20-04-2020,abhinav
WAL-MAR systems,200769623,1930709192,23464.83,13-04-2020,20-04-2020,abhinav
PERFOR corp,200722444,1930700577,9663.6,02-05-2020,02-05-2020,abhinav
WAL MA ,200501669,1990571537,16287.07,17-04-2020,26-04-2020,abhinav
PUBLI us,200707822,1930768115,28336.48,24-04-2020,19-04-2020,abhinav
DOT in,200705742,1930671510,59323.96,03-04-2020,02-04-2020,abhinav
UNIFIE foundation,200792293,1930874672,48072.07,22-05-2020,18-05-2020,abhinav
WAL-MAR corp,200769623,1930717375,2472.17,14-04-2020,13-04-2020,abhinav
BRENH ,200758531,1930753891,39022.43,21-04-2020,21-04-2020,abhinav
BJ'S  us,200726979,1930778743,107.17,21-04-2020,19-04-2020,abhinav
RESTA foundation,200974851,1930577577,191.02,18-03-2020,18-03-2020,abhinav
CTI A llc,100054867,1930700636,82696.95,11-04-2020,12-04-2020,abhinav
BJ'S  associates,200726979,1930804762,570.13,06-05-2020,04-05-2020,abhinav
SUPE in,200793568,1930631761,64600.27,25-03-2020,26-03-2020,abhinav
GREA corporation,100036168,1930763982,15567.3,18-04-2020,25-04-2020,abhinav
ALBERT associates,200407025,1930579942,61143.48,13-03-2020,14-03-2020,abhinav
FAREW systems,200783734,1930724559,35588.65,15-04-2020,18-04-2020,abhinav
WAL-MAR associates,200769623,1930777657,1590.43,28-04-2020,22-04-2020,abhinav
BJ'S  trust,200726979,1930587777,130.62,18-03-2020,18-03-2020,abhinav
WAL-MAR corporation,200769623,1930732133,13573.14,18-04-2020,16-04-2020,abhinav
KING S foundation,200707005,1930758541,11977.79,23-04-2020,10-05-2020,abhinav
ASSOCIAT ,200772670,1930737594,86946.95,17-04-2020,15-04-2020,abhinav
SAFEW associates,200772595,1930646810,15253.96,17-05-2020,28-05-2020,abhinav
WAL-MAR foundation,200769623,1930859337,13144.77,21-05-2020,21-05-2020,abhinav
WAL-MAR trust,200769623,1930705566,30265.61,10-04-2020,03-04-2020,abhinav
WAL-MAR ,200769623,1930661424,12042.02,01-04-2020,01-04-2020,abhinav
MICR foundation,100027103,1991840213,2344.77,21-04-2020,12-04-2020,abhinav
BJ'S  llc,200726979,1930798513,99.54,02-05-2020,18-05-2020,abhinav
SYSCO  corp,200764795,1930826825,2894.11,12-05-2020,10-05-2020,abhinav
WAL-MAR corp,200769623,1930875592,14317.96,23-05-2020,21-05-2020,abhinav
SO systems,140104440,2960630397,184958.09,07-05-2020,14-05-2020,abhinav
BI trust,100015557,1930689649,17136.68,07-04-2020,08-04-2020,abhinav
99 CE systems,100012638,1930723057,15938.96,16-04-2020,15-04-2020,abhinav
BJ'S  llc,200726979,1930814957,490.44,08-05-2020,09-05-2020,abhinav
SO ,140104440,2960623549,109110.17,09-04-2020,17-04-2020,abhinav
MRS GR ,200861551,1930723752,56592.07,15-04-2020,03-04-2020,abhinav
WAL-MAR trust,200769623,1930683013,5625.41,05-04-2020,02-04-2020,abhinav
H E BUT foundation,200761734,1930755449,19529.95,22-04-2020,28-04-2020,abhinav
ALBER llc,200750051,1930789677,52809.39,30-04-2020,27-04-2020,abhinav
KROGER ,200743123,1930853384,65920.57,19-05-2020,19-05-2020,abhinav
C&S WH us,200762301,1930683232,15765.97,05-04-2020,04-04-2020,abhinav
WAL-MAR systems,200769623,1930719950,37994.99,14-04-2020,12-04-2020,abhinav
BJ'S  llc,200726979,1930654621,185.74,31-03-2020,28-03-2020,abhinav
WAL-MAR trust,200769623,1930794616,1898.2,01-05-2020,27-04-2020,abhinav
SA llc,200759878,1930718958,60164.75,14-04-2020,12-04-2020,abhinav
C&S WH corporation,200762301,1930756895,129096.64,23-04-2020,25-04-2020,abhinav
KROGER llc,200743123,1930838527,79534.66,15-05-2020,17-05-2020,abhinav
WAL-MAR foundation,200769623,1930786421,3403.8,30-04-2020,26-04-2020,abhinav
WAL-MAR ,200769623,1930669173,3270.04,02-04-2020,29-03-2020,abhinav
RA foundation,200704045,1930782776,80343.29,28-04-2020,01-05-2020,abhinav
C&S WH ,200762301,1930683272,25669.18,05-04-2020,05-04-2020,abhinav
LOB corporation,140104409,2960622240,25182.72,03-04-2020,07-04-2020,abhinav
WAL-MAR systems,200769623,1930620786,14515.98,24-03-2020,23-03-2020,abhinav
ALBERT us,200920735,1930704553,85952.24,10-04-2020,10-04-2020,abhinav
MITCH us,200799342,1930681684,39191.94,04-04-2020,03-04-2020,abhinav
WAL-MAR co,200769623,1930783264,4264.28,30-04-2020,28-04-2020,abhinav
WAL-M ,140106408,2960622085,800.46,02-04-2020,19-04-2020,abhinav
SPAR corp,200712187,1930767750,188062.79,23-04-2020,21-05-2020,abhinav
WAL-MAR foundation,200769623,1930653839,54229.98,30-03-2020,25-03-2020,abhinav
JETR corporation,200705089,1930658145,6138.84,31-03-2020,23-03-2020,abhinav
HUDD systems,200972004,1930655366,14070.52,02-04-2020,03-04-2020,abhinav
FOOD 4 trust,200779719,1930673244,13388.51,04-04-2020,06-04-2020,abhinav
OK trust,200739534,1930733725,7313.61,17-04-2020,17-04-2020,abhinav
ASSOCIAT us,200772670,1930594349,111518.53,18-03-2020,19-03-2020,abhinav
HY -  trust,200795490,1930579922,50887.04,13-03-2020,10-03-2020,abhinav
DEC ,200416837,1930675891,2115.76,08-04-2020,06-04-2020,abhinav
BJ'S  trust,200726979,1930575512,324.65,13-03-2020,13-03-2020,abhinav
SUPE corp,200793568,1930580655,20887.88,13-03-2020,14-03-2020,abhinav
DEC corp,200020431,1930676327,4431.28,08-04-2020,10-04-2020,abhinav
WAL-MAR in,200769623,1930858681,8985.43,21-05-2020,20-05-2020,abhinav
TARG corporation,200744019,1930834006,1718.84,14-05-2020,13-05-2020,abhinav
DECA foundation,200230690,1930599430,823.33,24-03-2020,23-03-2020,abhinav
WINC co,200706844,1930686478,8623.14,08-04-2020,09-04-2020,abhinav
WAL-MAR co,200769623,1930686272,68356.9,08-04-2020,09-04-2020,abhinav
PUBLI systems,200707822,1930723626,132826.26,14-04-2020,15-04-2020,abhinav
UNIFIE systems,200792293,1930654251,123422.11,31-03-2020,01-04-2020,abhinav
BE us,200806580,1930585562,18110.55,18-03-2020,19-03-2020,abhinav
RA llc,200704045,1930764676,12584.61,23-04-2020,23-04-2020,abhinav
WAL-MAR corporation,200769623,1930810806,8663.99,07-05-2020,05-05-2020,abhinav
RA co,200704045,1930586429,26622.04,16-03-2020,18-03-2020,abhinav
ALBERT corporation,200407025,1930690352,137057.07,09-04-2020,09-04-2020,abhinav
ASSOCIAT llc,200772670,1930635485,121541.53,26-03-2020,26-03-2020,abhinav
BOZZU corp,200779906,1930692669,3423.51,09-04-2020,10-04-2020,abhinav
WAL-MAR systems,200769623,1930655113,21195.66,31-03-2020,20-03-2020,abhinav
WAL-MAR trust,200769623,1930837732,13094.51,14-05-2020,28-05-2020,abhinav
BJ'S  associates,200726979,1930830425,991.86,13-05-2020,15-05-2020,abhinav
MEIJ llc,200780383,1930828755,128174.82,12-05-2020,12-05-2020,abhinav
MEIJ llc,200780383,1930654815,25855.01,30-03-2020,30-03-2020,abhinav
WAL-MAR co,200769623,1930693196,813.17,09-04-2020,05-04-2020,abhinav
FAREW systems,200783734,1930789121,16982.97,30-04-2020,12-04-2020,abhinav
AL foundation,200739006,1930723230,58452.58,16-04-2020,17-04-2020,abhinav
WAL-MAR systems,200769623,1930729184,47575.52,18-04-2020,17-04-2020,abhinav
WAL-MAR in,200769623,1930692515,51165.26,10-04-2020,08-04-2020,abhinav
